Name: STRATO3, HW Version: 1.1, SW Version: 2.0, SN: 1001005000366
#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Extern: Temp [C];Extern: Hum [perc];Extern: Press [hPa];Batt Voltage [V];Logger Status
$;01:30:03;10:05:15;14.02.2019;Y;08;52 00.43660 N;009 53.02943 E;30.634;56.7;166.01;12778.3;-3.625;-43.375;6.859;173.320;8.2;66675
$;01:30:05;10:05:17;14.02.2019;Y;08;52 00.41874 N;009 53.03960 E;38.340;71.0;157.36;12786.3;-3.625;-43.375;7.401;173.50;8.2;66675
$;01:30:07;10:05:19;14.02.2019;Y;10;52 00.39723 N;009 53.05498 E;43.613;80.7;156.35;12794.8;-3.625;-43.125;5.943;172.740;8.2;66675
$;01:30:09;10:05:21;14.02.2019;Y;09;52 00.37711 N;009 53.06636 E;33.104;61.3;165.75;12802.5;-3.625;-43.375;6.958;172.559;8.1;66675
$;01:30:11;10:05:23;14.02.2019;Y;10;52 00.36118 N;009 53.06967 E;27.182;50.3;175.84;12809.6;-3.750;-43.375;7.790;172.399;8.2;66675
$;01:30:13;10:05:25;14.02.2019;Y;10;52 00.34368 N;009 53.07532 E;37.375;69.2;163.75;12818.1;-3.750;-43.125;7.896;172.210;8.2;66675
$;01:30:15;10:05:27;14.02.2019;Y;09;52 00.32163 N;009 53.08997 E;46.759;86.5;154.59;12824.9;-3.750;-43.0;8.934;172.0;8.2;66675
$;01:30:17;10:05:29;14.02.2019;Y;10;52 00.29992 N;009 53.10473 E;37.390;69.2;161.84;12833.9;-3.750;-42.875;6.165;171.740;8.2;66675
$;01:30:19;10:05:31;14.02.2019;Y;10;52 00.28260 N;009 53.10929 E;29.035;53.7;179.39;12840.6;-3.875;-42.875;5.920;171.429;8.2;66675
$;01:30:21;10:05:33;14.02.2019;Y;09;52 00.26501 N;009 53.11310 E;36.654;67.8;165.12;12849.2;-3.750;-43.0;7.904;171.160;8.2;66675
$;01:30:23;10:05:35;14.02.2019;Y;09;52 00.24331 N;009 53.12810 E;46.315;85.7;152.41;12855.7;-3.875;-42.875;5.928;171.20;8.2;66675
$;01:30:25;10:05:37;14.02.2019;Y;08;52 00.22283 N;009 53.14375 E;35.227;65.2;159.33;12864.5;-3.875;-42.875;6.180;170.889;8.2;66675
$;01:30:27;10:05:39;14.02.2019;Y;08;52 00.20645 N;009 53.14924 E;28.799;53.3;176.29;12872.6;-4.0;-42.875;7.568;170.509;8.2;66675
$;01:30:29;10:05:41;14.02.2019;Y;10;52 00.18878 N;009 53.15472 E;37.717;69.8;161.82;12882.4;-4.0;-42.625;7.317;170.210;8.2;66675
$;01:30:31;10:05:43;14.02.2019;Y;10;52 00.16715 N;009 53.17206 E;47.761;88.4;148.72;12889.6;-3.875;-42.375;7.50;170.100;8.2;66675
$;01:30:33;10:05:45;14.02.2019;Y;10;52 00.14727 N;009 53.19067 E;34.563;64.0;153.65;12899.4;-3.875;-42.500;5.920;169.740;8.2;66675
$;01:30:35;10:05:47;14.02.2019;Y;09;52 00.13198 N;009 53.19883 E;27.426;50.7;166.80;12906.7;-4.0;-42.750;7.408;169.559;8.2;66675
$;01:30:37;10:05:49;14.02.2019;Y;10;52 00.11409 N;009 53.20956 E;40.728;75.4;153.99;12915.9;-4.0;-42.875;6.493;169.490;8.2;66675
$;01:30:39;10:05:51;14.02.2019;Y;09;52 00.09288 N;009 53.23084 E;45.406;84.0;144.53;12923.7;-4.125;-42.875;5.806;169.160;8.2;66675
$;01:30:41;10:05:53;14.02.2019;Y;10;52 00.07559 N;009 53.24911 E;29.781;55.1;151.64;12933.3;-3.875;-42.875;5.760;168.860;8.2;66675
$;01:30:43;10:05:55;14.02.2019;Y;10;52 00.06143 N;009 53.25583 E;28.185;52.1;170.82;12943.2;-4.0;-43.125;7.408;168.500;8.2;66675
$;01:30:45;10:05:57;14.02.2019;Y;10;52 00.04243 N;009 53.26636 E;42.224;78.1;153.32;12954.1;-4.125;-43.0;6.523;168.320;8.2;66675
$;01:30:47;10:05:59;14.02.2019;Y;09;52 00.02148 N;009 53.29074 E;46.685;86.4;138.25;12961.1;-4.0;-43.0;5.631;168.89;8.2;66675
$;01:30:49;10:06:01;14.02.2019;Y;10;52 00.00606 N;009 53.31171 E;28.028;51.9;147.08;12970.4;-4.125;-43.375;5.569;167.949;8.2;66675
$;01:30:51;10:06:03;14.02.2019;Y;10;51 59.99215 N;009 53.31930 E;29.266;54.2;167.29;12978.6;-4.125;-43.625;6.462;167.649;8.2;66675
$;01:30:53;10:06:05;14.02.2019;Y;09;51 59.97359 N;009 53.33326 E;43.195;79.9;146.90;12988.0;-4.125;-43.500;7.935;167.419;8.2;66675
$;01:30:55;10:06:07;14.02.2019;Y;09;51 59.95584 N;009 53.35921 E;40.836;75.6;132.30;12997.2;-4.125;-43.375;5.402;167.169;8.2;66675
$;01:30:57;10:06:09;14.02.2019;Y;09;51 59.94285 N;009 53.37734 E;25.376;46.9;151.46;13006.8;-4.125;-43.500;7.439;166.880;8.2;66675
$;01:30:59;10:06:11;14.02.2019;Y;09;51 59.92655 N;009 53.38426 E;37.588;69.6;167.57;13015.9;-4.250;-43.125;6.195;166.559;8.2;66675
$;01:31:01;10:06:13;14.02.2019;Y;10;51 59.90531 N;009 53.40088 E;45.549;84.3;142.69;13025.4;-4.250;-43.125;6.783;166.389;8.2;66675
$;01:31:03;10:06:15;14.02.2019;Y;10;51 59.89041 N;009 53.42850 E;35.090;64.9;125.45;13034.0;-4.250;-43.125;5.249;166.240;8.2;66675
$;01:31:05;10:06:17;14.02.2019;Y;10;51 59.87817 N;009 53.44469 E;28.185;52.1;159.52;13042.4;-4.250;-43.375;5.295;165.990;8.2;66675
$;01:31:07;10:06:19;14.02.2019;Y;10;51 59.85847 N;009 53.45326 E;43.775;81.0;162.87;13050.5;-4.250;-43.500;6.401;165.860;8.2;66675
$;01:31:09;10:06:21;14.02.2019;Y;10;51 59.83850 N;009 53.47126 E;37.732;69.8;140.62;13060.4;-4.375;-43.625;4.990;165.350;8.2;66675
$;01:31:11;10:06:23;14.02.2019;Y;05;51 59.82569 N;009 53.49314 E;32.502;60.1;130.70;13070.3;-4.375;-43.750;6.561;165.110;8.2;66675
$;01:31:13;10:06:25;14.02.2019;Y;08;51 59.80937 N;009 53.50665 E;39.156;72.5;157.68;13083.9;-4.375;-43.625;6.660;164.690;8.2;66675
$;01:31:15;10:06:27;14.02.2019;Y;10;51 59.78529 N;009 53.52274 E;50.877;94.2;154.17;13094.6;-4.375;-43.500;7.126;164.559;8.2;66675
$;01:31:17;10:06:29;14.02.2019;Y;05;51 59.75868 N;009 53.54106 E;50.993;94.4;157.78;13104.7;-4.500;-43.375;4.822;164.229;8.2;66675
$;01:31:19;10:06:31;14.02.2019;Y;08;51 59.73932 N;009 53.55336 E;35.997;66.6;164.22;13114.4;-4.375;-43.625;4.868;164.50;8.1;66675
$;01:31:21;10:06:33;14.02.2019;Y;09;51 59.72145 N;009 53.56175 E;32.984;61.0;161.68;13122.2;-4.500;-43.750;6.851;163.720;8.2;66675
$;01:31:23;10:06:35;14.02.2019;Y;10;51 59.70521 N;009 53.57544 E;34.491;63.8;146.91;13130.6;-4.500;-43.250;4.898;163.479;8.2;66675
$;01:31:25;10:06:37;14.02.2019;Y;10;51 59.68892 N;009 53.59148 E;36.108;66.8;154.66;13139.6;-4.500;-43.500;4.684;163.270;8.2;66675
$;01:31:27;10:06:39;14.02.2019;Y;10;51 59.66890 N;009 53.60041 E;39.704;73.5;172.39;13148.0;-4.500;-43.625;6.889;162.990;8.2;66675
$;01:31:29;10:06:41;14.02.2019;Y;10;51 59.64799 N;009 53.60577 E;36.305;67.2;164.87;13157.6;-4.625;-43.500;4.646;162.639;8.2;66675
$;01:31:31;10:06:43;14.02.2019;Y;10;51 59.63131 N;009 53.62068 E;35.076;64.9;141.22;13166.1;-4.625;-43.500;4.578;162.559;8.2;66675
$;01:31:33;10:06:45;14.02.2019;Y;10;51 59.61574 N;009 53.63976 E;35.328;65.4;149.60;13174.8;-4.500;-43.750;4.532;162.320;8.2;66675
$;01:31:35;10:06:47;14.02.2019;Y;10;51 59.59682 N;009 53.64935 E;37.558;69.5;172.09;13183.3;-4.625;-43.750;4.524;162.80;8.2;66675
$;01:31:37;10:06:49;14.02.2019;Y;10;51 59.57604 N;009 53.65462 E;37.784;69.9;165.70;13193.2;-4.625;-43.875;6.767;161.740;8.2;66675
$;01:31:39;10:06:51;14.02.2019;Y;10;51 59.55741 N;009 53.67029 E;39.417;73.0;143.26;13201.5;-4.625;-43.500;5.882;161.600;8.2;66675
$;01:31:41;10:06:53;14.02.2019;Y;09;51 59.54025 N;009 53.69106 E;37.708;69.8;148.61;13210.9;-4.625;-43.500;4.379;161.259;8.2;66675
$;01:31:43;10:06:55;14.02.2019;Y;09;51 59.52150 N;009 53.70104 E;35.891;66.4;173.36;13219.7;-4.625;-43.625;6.744;161.139;8.2;66675
$;01:31:45;10:06:57;14.02.2019;Y;09;51 59.50105 N;009 53.70478 E;37.973;70.3;167.80;13229.6;-4.750;-43.375;4.448;160.779;8.2;66675
$;01:31:47;10:06:59;14.02.2019;Y;09;51 59.48165 N;009 53.72017 E;40.860;75.6;143.67;13238.2;-4.625;-43.625;4.272;160.559;8.2;66675
$;01:31:49;10:07:01;14.02.2019;Y;09;51 59.46459 N;009 53.74214 E;36.447;67.4;145.30;13247.4;-4.750;-43.750;4.219;160.429;8.2;66675
$;01:31:51;10:07:03;14.02.2019;Y;10;51 59.44738 N;009 53.75327 E;33.247;61.5;169.22;13255.9;-4.750;-43.875;4.150;160.139;8.1;66675
$;01:31:53;10:07:05;14.02.2019;Y;10;51 59.42763 N;009 53.76019 E;39.586;73.3;162.02;13264.9;-4.750;-43.875;4.128;159.949;8.2;66675
$;01:31:55;10:07:07;14.02.2019;Y;10;51 59.40723 N;009 53.77850 E;43.902;81.3;143.14;13273.1;-4.750;-44.0;4.97;159.759;8.2;66675
$;01:31:57;10:07:09;14.02.2019;Y;10;51 59.38971 N;009 53.80070 E;35.592;65.9;145.68;13282.5;-4.875;-44.125;4.44;159.449;8.2;66675
$;01:31:59;10:07:11;14.02.2019;Y;10;51 59.37231 N;009 53.81126 E;34.446;63.7;169.55;13290.7;-4.750;-44.250;4.13;159.300;8.2;66675
$;01:32:01;10:07:13;14.02.2019;Y;10;51 59.35129 N;009 53.81936 E;42.699;79.0;160.57;13299.3;-4.750;-44.375;4.13;159.50;8.2;66675
$;01:32:03;10:07:15;14.02.2019;Y;10;51 59.33020 N;009 53.83940 E;44.938;83.2;142.08;13307.5;-4.875;-44.625;3.975;159.20;8.2;66675
$;01:32:05;10:07:17;14.02.2019;Y;10;51 59.31294 N;009 53.86105 E;34.400;63.7;147.57;13317.5;-4.875;-44.750;3.944;158.619;8.2;66675
$;01:32:07;10:07:19;14.02.2019;Y;10;51 59.29530 N;009 53.86974 E;35.833;66.3;174.04;13325.3;-4.875;-44.750;3.929;158.419;8.2;66675
$;01:32:09;10:07:21;14.02.2019;Y;10;51 59.27247 N;009 53.87549 E;45.645;84.5;164.83;13334.8;-4.875;-44.875;3.952;158.169;8.2;66675
$;01:32:11;10:07:23;14.02.2019;Y;10;51 59.25042 N;009 53.89398 E;43.710;80.9;142.31;13342.5;-4.875;-44.875;3.990;157.929;8.2;66675
$;01:32:13;10:07:25;14.02.2019;Y;10;51 59.23507 N;009 53.91589 E;31.174;57.7;142.43;13350.9;-4.875;-45.125;3.929;157.839;8.2;66675
$;01:32:15;10:07:27;14.02.2019;Y;10;51 59.21839 N;009 53.92534 E;36.449;67.5;172.11;13359.8;-4.875;-45.250;4.13;157.500;8.2;66675
$;01:32:17;10:07:29;14.02.2019;Y;10;51 59.19468 N;009 53.93272 E;47.846;88.6;163.42;13368.0;-5.0;-45.500;5.272;157.470;8.2;66675
$;01:32:19;10:07:31;14.02.2019;Y;09;51 59.17314 N;009 53.95177 E;40.605;75.2;141.42;13376.8;-4.875;-45.125;6.668;157.149;8.1;66675
$;01:32:21;10:07:33;14.02.2019;Y;08;51 59.15899 N;009 53.96903 E;26.492;49.0;153.00;13385.5;-4.875;-44.875;6.73;156.809;8.1;66675
$;01:32:23;10:07:35;14.02.2019;Y;08;51 59.14133 N;009 53.97429 E;39.938;73.9;174.15;13394.5;-5.0;-44.875;5.615;156.729;8.1;66675
$;01:32:25;10:07:37;14.02.2019;Y;08;51 59.11678 N;009 53.98548 E;49.168;91.0;155.37;13403.5;-5.0;-44.750;5.249;156.389;8.1;66675
$;01:32:27;10:07:39;14.02.2019;Y;10;51 59.09790 N;009 54.00732 E;35.033;64.8;137.12;13412.5;-5.125;-44.875;6.378;156.169;8.1;66675
$;01:32:29;10:07:41;14.02.2019;Y;10;51 59.08475 N;009 54.01981 E;26.840;49.7;168.92;13421.8;-5.0;-44.625;5.409;155.839;8.1;66675
$;01:32:31;10:07:43;14.02.2019;Y;10;51 59.06387 N;009 54.02293 E;47.070;87.1;172.78;13430.1;-5.0;-44.750;5.791;155.770;8.2;66675
$;01:32:33;10:07:45;14.02.2019;Y;09;51 59.03874 N;009 54.03810 E;47.084;87.1;149.16;13439.7;-5.125;-44.375;6.836;155.399;8.1;66675
$;01:32:35;10:07:47;14.02.2019;Y;08;51 59.02285 N;009 54.05809 E;26.878;49.7;140.41;13448.3;-5.125;-44.250;4.456;155.210;8.1;66675
$;01:32:37;10:07:49;14.02.2019;Y;09;51 59.00858 N;009 54.06516 E;34.281;63.4;174.80;13459.9;-4.875;-44.375;5.707;154.839;8.1;66675
$;01:32:39;10:07:51;14.02.2019;Y;09;51 58.98413 N;009 54.07376 E;52.388;97.0;160.44;13469.0;-5.0;-44.625;4.456;154.789;8.1;66675
$;01:32:41;10:07:53;14.02.2019;Y;10;51 58.96001 N;009 54.09740 E;47.976;88.8;139.94;13476.6;-5.125;-44.750;4.555;154.570;8.1;66675
$;01:32:43;10:07:55;14.02.2019;Y;09;51 58.94314 N;009 54.11830 E;32.285;59.7;152.15;13486.4;-5.125;-44.625;4.341;154.229;8.1;66675
$;01:32:45;10:07:57;14.02.2019;Y;10;51 58.92382 N;009 54.12449 E;41.458;76.7;176.31;13492.6;-5.125;-44.750;4.303;154.89;8.1;66675
$;01:32:47;10:07:59;14.02.2019;Y;10;51 58.89915 N;009 54.13268 E;47.027;87.0;159.68;13501.7;-5.0;-45.0;4.845;153.899;8.1;66675
$;01:32:49;10:08:01;14.02.2019;Y;09;51 58.87962 N;009 54.15274 E;36.938;68.4;138.35;13510.2;-5.125;-44.875;7.187;153.520;8.1;66675
$;01:32:51;10:08:03;14.02.2019;Y;10;51 58.86536 N;009 54.16935 E;31.062;57.5;153.93;13520.0;-5.125;-44.250;5.669;153.539;8.1;66675
$;01:32:53;10:08:05;14.02.2019;Y;10;51 58.84533 N;009 54.18001 E;44.900;83.1;164.49;13527.3;-5.250;-44.250;4.463;153.210;8.1;66675
$;01:32:55;10:08:07;14.02.2019;Y;10;51 58.82168 N;009 54.19382 E;42.929;79.5;156.34;13539.5;-5.250;-44.375;4.532;152.860;8.1;66675
$;01:32:57;10:08:09;14.02.2019;Y;10;51 58.80433 N;009 54.20811 E;29.745;55.0;150.79;13549.4;-5.125;-44.625;4.730;152.690;8.1;66675
$;01:32:59;10:08:11;14.02.2019;Y;10;51 58.79009 N;009 54.21985 E;31.339;58.0;156.13;13556.0;-5.125;-44.750;4.494;152.520;8.1;66675
$;01:33:01;10:08:13;14.02.2019;Y;10;51 58.76996 N;009 54.23210 E;44.548;82.5;161.10;13563.2;-5.250;-44.750;4.494;152.279;8.1;66675
$;01:33:03;10:08:15;14.02.2019;Y;10;51 58.74584 N;009 54.24349 E;43.588;80.7;166.24;13569.9;-5.250;-45.0;4.471;152.250;8.1;66675
$;01:33:05;10:08:17;14.02.2019;Y;10;51 58.72545 N;009 54.25007 E;32.905;60.9;170.56;13576.6;-5.125;-44.750;4.456;151.960;8.1;66675
$;01:33:07;10:08:19;14.02.2019;Y;10;51 58.70806 N;009 54.25613 E;33.752;62.5;164.87;13585.9;-5.250;-44.875;4.410;151.630;8.1;66675
$;01:33:09;10:08:21;14.02.2019;Y;09;51 58.68822 N;009 54.26655 E;40.412;74.8;160.03;13593.0;-5.125;-45.0;4.852;151.550;8.1;66675
$;01:33:11;10:08:23;14.02.2019;Y;09;51 58.66789 N;009 54.27740 E;35.423;65.6;164.46;13599.5;-5.250;-44.750;6.714;151.600;8.1;66675
$;01:33:13;10:08:25;14.02.2019;Y;10;51 58.65125 N;009 54.28327 E;27.979;51.8;169.80;13606.8;-5.250;-44.500;6.424;151.210;8.1;66675
$;01:33:15;10:08:27;14.02.2019;Y;09;51 58.63463 N;009 54.28990 E;35.381;65.5;163.74;13616.2;-5.375;-44.375;5.386;151.50;8.1;66675
$;01:33:17;10:08:29;14.02.2019;Y;08;51 58.61269 N;009 54.30204 E;46.959;86.9;160.11;13623.1;-5.375;-44.250;4.578;150.779;8.0;66675
$;01:33:19;10:08:31;14.02.2019;Y;10;51 58.58960 N;009 54.31552 E;39.969;74.0;161.29;13632.3;-5.250;-44.375;4.631;150.639;8.1;66675
$;01:33:21;10:08:33;14.02.2019;Y;08;51 58.57226 N;009 54.32283 E;27.382;50.7;170.46;13640.1;-5.375;-44.250;5.325;150.330;8.1;66675
$;01:33:23;10:08:35;14.02.2019;Y;09;51 58.55638 N;009 54.32743 E;32.896;60.9;167.14;13648.3;-5.375;-43.875;6.58;150.139;8.1;66675
$;01:33:25;10:08:37;14.02.2019;Y;09;51 58.53521 N;009 54.33855 E;46.494;86.1;159.21;13655.7;-5.375;-43.500;6.851;150.119;8.1;66675
$;01:33:27;10:08:39;14.02.2019;Y;10;51 58.51169 N;009 54.35308 E;42.489;78.6;160.96;13665.4;-5.375;-43.375;7.523;149.690;8.1;66675
$;01:33:29;10:08:41;14.02.2019;Y;10;51 58.49294 N;009 54.35979 E;29.386;54.4;175.71;13671.7;-5.500;-43.250;5.180;149.600;8.1;66675
$;01:33:31;10:08:43;14.02.2019;Y;10;51 58.47656 N;009 54.36040 E;31.649;58.6;175.49;13679.9;-5.500;-43.500;4.967;149.380;8.1;66675
$;01:33:33;10:08:45;14.02.2019;Y;10;51 58.45674 N;009 54.36940 E;41.952;77.6;157.55;13688.6;-5.500;-43.625;5.43;149.199;8.1;66675
$;01:33:35;10:08:47;14.02.2019;Y;10;51 58.43576 N;009 54.38463 E;39.248;72.6;156.94;13696.6;-5.500;-43.750;5.43;148.960;8.1;66675
$;01:33:37;10:08:49;14.02.2019;Y;10;51 58.41725 N;009 54.39147 E;31.494;58.3;177.93;13704.9;-5.500;-43.875;5.13;148.779;8.1;66675
$;01:33:39;10:08:51;14.02.2019;Y;10;51 58.39980 N;009 54.39163 E;32.111;59.4;175.30;13713.1;-5.500;-44.0;5.417;148.479;8.1;66675
$;01:33:41;10:08:53;14.02.2019;Y;10;51 58.38188 N;009 54.40158 E;37.034;68.5;151.26;13720.2;-5.500;-44.0;6.607;148.350;8.1;66675
$;01:33:43;10:08:55;14.02.2019;Y;10;51 58.36393 N;009 54.41938 E;37.142;68.7;150.80;13728.8;-5.500;-43.875;7.629;148.220;8.1;66675
$;01:33:45;10:08:57;14.02.2019;Y;10;51 58.34533 N;009 54.42877 E;35.136;65.0;172.84;13736.7;-5.625;-43.375;6.500;148.9;8.1;66675
$;01:33:47;10:08:59;14.02.2019;Y;10;51 58.32520 N;009 54.43053 E;36.859;68.2;174.93;13745.4;-5.625;-43.125;6.805;147.750;8.1;66675
$;01:33:49;10:09:01;14.02.2019;Y;10;51 58.30643 N;009 54.44089 E;35.952;66.5;149.24;13753.6;-5.500;-43.125;7.729;147.589;8.1;66675
$;01:33:51;10:09:03;14.02.2019;Y;10;51 58.29027 N;009 54.46018 E;36.015;66.6;145.23;13761.3;-5.625;-42.875;7.439;147.220;8.1;66675
$;01:33:53;10:09:05;14.02.2019;Y;09;51 58.27186 N;009 54.47171 E;37.199;68.8;169.42;13769.9;-5.500;-42.875;7.698;147.50;8.1;66675
$;01:33:55;10:09:07;14.02.2019;Y;10;51 58.25081 N;009 54.47543 E;37.999;70.3;172.50;13778.2;-5.625;-42.625;8.171;146.830;8.1;66675
$;01:33:57;10:09:09;14.02.2019;Y;10;51 58.23295 N;009 54.48636 E;33.710;62.4;147.14;13787.1;-5.500;-42.500;7.332;146.509;8.1;66675
$;01:33:59;10:09:11;14.02.2019;Y;10;51 58.21839 N;009 54.50561 E;34.730;64.3;141.63;13795.4;-5.500;-42.500;5.859;146.440;8.1;66675
$;01:34:01;10:09:13;14.02.2019;Y;09;51 58.20021 N;009 54.51974 E;39.113;72.4;163.85;13803.5;-5.625;-42.625;5.852;146.220;8.1;66675
$;01:34:03;10:09:15;14.02.2019;Y;10;51 58.17801 N;009 54.52690 E;40.772;75.5;168.73;13811.6;-5.750;-42.625;8.728;145.990;8.1;66675
$;01:34:05;10:09:17;14.02.2019;Y;10;51 58.15985 N;009 54.53887 E;32.368;59.9;145.49;13820.4;-5.750;-42.625;5.890;145.789;8.1;66675
$;01:34:07;10:09:19;14.02.2019;Y;08;51 58.14669 N;009 54.55827 E;32.509;60.2;136.20;13828.1;-5.750;-42.750;6.966;145.589;8.1;66675
$;01:34:09;10:09:21;14.02.2019;Y;10;51 58.12935 N;009 54.57455 E;40.219;74.4;159.41;13836.9;-5.750;-42.625;7.454;145.529;8.1;66675
$;01:34:11;10:09:23;14.02.2019;Y;10;51 58.10574 N;009 54.58428 E;44.966;83.2;166.71;13846.1;-5.875;-42.625;6.447;145.130;8.1;66675
$;01:34:13;10:09:25;14.02.2019;Y;10;51 58.08610 N;009 54.59778 E;34.182;63.3;146.53;13856.3;-5.875;-42.375;7.751;145.29;8.1;66675
$;01:34:15;10:09:27;14.02.2019;Y;10;51 58.07299 N;009 54.61740 E;32.601;60.3;134.83;13863.2;-5.875;-42.375;7.156;144.740;8.1;66675
$;01:34:17;10:09:29;14.02.2019;Y;10;51 58.05555 N;009 54.63478 E;41.972;77.7;158.01;13872.8;-5.750;-42.0;6.287;144.339;8.1;66675
$;01:34:19;10:09:31;14.02.2019;Y;10;51 58.03134 N;009 54.64616 E;45.565;84.3;164.88;13881.3;-5.875;-42.375;7.706;144.279;8.1;66675
$;01:34:21;10:09:33;14.02.2019;Y;10;51 58.01200 N;009 54.66042 E;33.614;62.2;144.80;13891.1;-5.875;-42.125;7.713;144.80;8.0;66675
$;01:34:23;10:09:35;14.02.2019;Y;10;51 57.99889 N;009 54.68115 E;35.297;65.3;134.27;13899.5;-5.750;-42.125;5.951;143.759;8.1;66675
$;01:34:25;10:09:37;14.02.2019;Y;10;51 57.98009 N;009 54.70121 E;45.979;85.1;155.15;13908.6;-5.750;-42.0;8.308;143.720;8.1;66675
$;01:34:27;10:09:39;14.02.2019;Y;10;51 57.95483 N;009 54.71401 E;46.399;85.9;166.66;13917.0;-5.875;-41.875;5.989;143.470;8.1;66675
$;01:34:29;10:09:41;14.02.2019;Y;10;51 57.93491 N;009 54.72497 E;32.993;61.1;154.05;13926.0;-6.0;-42.125;5.959;143.139;8.1;66675
$;01:34:31;10:09:43;14.02.2019;Y;10;51 57.91835 N;009 54.74263 E;40.495;74.9;144.32;13932.5;-5.875;-42.375;5.898;143.59;8.1;66675
$;01:34:33;10:09:45;14.02.2019;Y;10;51 57.89573 N;009 54.76165 E;49.421;91.5;159.11;13940.3;-6.0;-42.375;5.867;142.919;8.1;66675
$;01:34:35;10:09:47;14.02.2019;Y;10;51 57.87120 N;009 54.77201 E;40.089;74.2;168.02;13948.3;-6.0;-42.500;7.996;142.779;8.1;66675
$;01:34:37;10:09:49;14.02.2019;Y;10;51 57.85369 N;009 54.78368 E;33.255;61.5;145.42;13957.6;-6.0;-42.375;5.837;142.479;8.1;66675
$;01:34:39;10:09:51;14.02.2019;Y;10;51 57.83572 N;009 54.80687 E;48.419;89.6;143.07;13965.3;-6.0;-42.375;7.637;142.320;8.1;66675
$;01:34:41;10:09:53;14.02.2019;Y;10;51 57.81088 N;009 54.82751 E;50.255;93.0;161.56;13973.9;-6.0;-42.125;5.806;142.139;8.1;66675
$;01:34:43;10:09:55;14.02.2019;Y;09;51 57.78812 N;009 54.83580 E;34.620;64.1;168.02;13982.3;-6.0;-42.250;5.638;141.910;8.1;66675
$;01:34:45;10:09:57;14.02.2019;Y;10;51 57.77149 N;009 54.85092 E;39.490;73.1;139.99;13990.9;-6.0;-42.500;5.539;141.509;8.1;66675
$;01:34:47;10:09:59;14.02.2019;Y;10;51 57.75004 N;009 54.87729 E;54.509;100.9;148.02;13999.4;-6.0;-42.625;5.577;141.470;8.1;66675
$;01:34:49;10:10:01;14.02.2019;Y;10;51 57.72374 N;009 54.89448 E;46.125;85.4;165.82;14007.2;-6.125;-42.500;6.813;141.410;8.1;66675
$;01:34:51;10:10:03;14.02.2019;Y;10;51 57.70354 N;009 54.90418 E;34.039;63.0;155.20;14015.6;-6.125;-42.500;5.409;141.229;8.1;66675
$;01:34:53;10:10:05;14.02.2019;Y;10;51 57.68484 N;009 54.92539 E;49.195;91.1;141.95;14023.5;-6.125;-42.625;6.813;141.110;8.1;66675
$;01:34:55;10:10:07;14.02.2019;Y;10;51 57.65994 N;009 54.95002 E;52.592;97.4;154.35;14031.5;-6.0;-42.375;8.415;140.970;8.1;66675
$;01:34:57;10:10:09;14.02.2019;Y;10;51 57.63698 N;009 54.96502 E;38.131;70.6;158.83;14039.6;-6.0;-42.0;7.919;140.580;8.1;66675
$;01:34:59;10:10:11;14.02.2019;Y;10;51 57.62009 N;009 54.98106 E;37.379;69.2;142.31;14048.3;-6.125;-42.125;5.272;140.330;8.1;66675
$;01:35:01;10:10:13;14.02.2019;Y;09;51 57.60042 N;009 55.00598 E;51.080;94.6;143.92;14054.5;-6.125;-42.125;6.897;140.279;8.1;66675
$;01:35:03;10:10:15;14.02.2019;Y;09;51 57.57596 N;009 55.02848 E;48.603;90.0;156.38;14061.7;-6.125;-41.875;6.195;140.110;8.1;66675
$;01:35:05;10:10:17;14.02.2019;Y;10;51 57.55382 N;009 55.04016 E;37.324;69.1;165.95;14068.6;-6.250;-42.125;5.272;139.910;8.1;66675
$;01:35:07;10:10:19;14.02.2019;Y;10;51 57.53355 N;009 55.05147 E;42.794;79.2;156.81;14078.2;-6.125;-42.250;5.203;139.679;8.1;66675
$;01:35:09;10:10:21;14.02.2019;Y;09;51 57.50869 N;009 55.07160 E;55.618;103.0;151.79;14085.5;-6.250;-42.375;5.249;139.500;8.1;66675
$;01:35:11;10:10:23;14.02.2019;Y;10;51 57.48093 N;009 55.09163 E;50.749;93.9;159.44;14095.2;-6.250;-42.250;8.728;139.270;8.1;66675
$;01:35:13;10:10:25;14.02.2019;Y;10;51 57.45889 N;009 55.10282 E;34.171;63.2;164.24;14102.7;-6.125;-42.0;5.127;139.59;8.1;66675
$;01:35:15;10:10:27;14.02.2019;Y;09;51 57.44084 N;009 55.11352 E;39.090;72.3;157.63;14111.9;-6.125;-42.250;5.35;138.820;8.1;66675
$;01:35:17;10:10:29;14.02.2019;Y;10;51 57.41592 N;009 55.12976 E;55.642;103.0;159.11;14120.1;-6.125;-42.375;6.928;138.850;8.1;66675
$;01:35:19;10:10:31;14.02.2019;Y;10;51 57.38737 N;009 55.14520 E;50.030;92.6;162.73;14129.8;-6.375;-42.125;9.10;138.529;8.1;66675
$;01:35:21;10:10:33;14.02.2019;Y;10;51 57.36591 N;009 55.15659 E;33.155;61.4;159.89;14138.0;-6.250;-42.250;5.35;138.270;8.1;66675
